year,month,temp_c,precip_mm,oni,phase,warming_trend_c,t_enso_signal,p_enso_signal
1982,5,15.01,36.9,0.66,el_nino,0.21,0.132,5.28
1982,6,19.04,26.1,0.72,el_nino,0.21,-0.072,-8.64
1982,7,18.84,0.0,0.79,el_nino,0.21,-0.079,-9.48
1982,8,19.22,66.7,1.07,el_nino,0.21,-0.107,-12.84
1982,9,18.66,105.6,1.58,el_nino,0.21,0.158,0.0
1982,10,11.19,46.8,1.97,el_nino,0.21,0.197,0.0
1982,11,5.79,15.6,2.18,el_nino,0.21,0.218,0.0
1982,12,2.71,71.3,2.23,el_nino,0.21,0.892,6.69
1983,1,-0.61,38.2,2.18,el_nino,0.24,0.872,6.54
1983,2,3.8,38.1,1.92,el_nino,0.24,0.768,5.76
1983,3,5.37,60.6,1.54,el_nino,0.24,0.308,12.32
1983,4,13.8,52.0,1.29,el_nino,0.24,0.258,10.32
1983,5,16.23,47.4,1.06,el_nino,0.24,0.212,8.48
1983,6,18.91,70.4,0.72,el_nino,0.24,-0.072,-8.64
1983,7,19.3,46.9,0.31,neutral,0.24,-0.031,-3.72
1983,8,19.78,62.9,-0.08,neutral,0.24,0.008,0.96
1983,9,19.56,55.1,-0.46,neutral,0.24,-0.046,0.0
1983,10,12.55,44.7,-0.81,la_nina,0.24,-0.081,0.0
1983,11,0.61,63.1,-1.0,la_nina,0.24,-0.1,0.0
1983,12,-3.68,60.9,-0.91,la_nina,0.24,-0.364,-2.73
1984,1,-4.7,10.6,-0.6,la_nina,0.27,-0.24,-1.8
1984,2,0.42,16.5,-0.42,neutral,0.27,-0.168,-1.26
1984,3,6.26,45.9,-0.34,neutral,0.27,-0.068,-2.72
1984,4,13.94,32.6,-0.43,neutral,0.27,-0.086,-3.44
1984,5,15.32,63.4,-0.51,la_nina,0.27,-0.102,-4.08
1984,6,18.25,73.3,-0.45,neutral,0.27,0.045,5.4
1984,7,21.35,78.4,-0.3,neutral,0.27,0.03,3.6
1984,8,22.59,36.1,-0.16,neutral,0.27,0.016,1.92
1984,9,15.65,41.0,-0.24,neutral,0.27,-0.024,0.0
1984,10,14.88,31.8,-0.56,la_nina,0.27,-0.056,0.0
1984,11,6.47,63.2,-0.92,la_nina,0.27,-0.092,0.0
1984,12,4.13,74.6,-1.14,la_nina,0.27,-0.456,-3.42
1985,1,-1.04,28.3,-1.04,la_nina,0.3,-0.416,-3.12
1985,2,5.7,10.3,-0.85,la_nina,0.3,-0.34,-2.55
1985,3,8.57,26.8,-0.77,la_nina,0.3,-0.154,-6.16
1985,4,13.17,31.9,-0.78,la_nina,0.3,-0.156,-6.24
1985,5,14.87,110.3,-0.78,la_nina,0.3,-0.156,-6.24
1985,6,18.55,132.0,-0.63,la_nina,0.3,0.063,7.56
1985,7,21.35,85.6,-0.49,neutral,0.3,0.049,5.88
1985,8,22.81,58.7,-0.46,neutral,0.3,0.046,5.52
1985,9,17.36,28.4,-0.4,neutral,0.3,-0.04,0.0
1985,10,12.72,56.3,-0.35,neutral,0.3,-0.035,0.0
1985,11,2.42,44.9,-0.27,neutral,0.3,-0.027,0.0
1985,12,3.56,0.0,-0.36,neutral,0.3,-0.144,-1.08
1986,1,1.31,8.5,-0.49,neutral,0.33,-0.196,-1.47
1986,2,1.84,23.6,-0.47,neutral,0.33,-0.188,-1.41
1986,3,7.89,30.8,-0.31,neutral,0.33,-0.062,-2.48
1986,4,12.38,44.1,-0.2,neutral,0.33,-0.04,-1.6
1986,5,13.93,38.3,-0.12,neutral,0.33,-0.024,-0.96
1986,6,20.61,29.9,-0.04,neutral,0.33,0.004,0.48
1986,7,19.14,93.7,0.22,neutral,0.33,-0.022,-2.64
1986,8,22.23,59.0,0.44,neutral,0.33,-0.044,-5.28
1986,9,18.38,51.1,0.71,el_nino,0.33,0.071,0.0
1986,10,9.86,15.3,0.94,el_nino,0.33,0.094,0.0
1986,11,3.53,40.3,1.14,el_nino,0.33,0.114,0.0
1986,12,-0.08,67.8,1.22,el_nino,0.33,0.488,3.66
1987,1,-0.48,39.2,1.23,el_nino,0.36,0.492,3.69
1987,2,2.79,43.8,1.19,el_nino,0.36,0.476,3.57
1987,3,8.49,47.6,1.06,el_nino,0.36,0.212,8.48
1987,4,12.37,78.5,0.95,el_nino,0.36,0.19,7.6
1987,5,16.51,82.9,0.97,el_nino,0.36,0.194,7.76
1987,6,18.77,89.4,1.22,el_nino,0.36,-0.122,-14.64
1987,7,20.5,89.8,1.51,el_nino,0.36,-0.151,-18.12
1987,8,19.99,3.6,1.7,el_nino,0.36,-0.17,-20.4
1987,9,19.27,55.2,1.65,el_nino,0.36,0.165,0.0
1987,10,13.66,52.8,1.48,el_nino,0.36,0.148,0.0
1987,11,1.09,81.2,1.25,el_nino,0.36,0.125,0.0
1987,12,5.04,58.7,1.11,el_nino,0.36,0.444,3.33
1988,1,0.15,22.4,0.81,el_nino,0.39,0.324,2.43
1988,2,-2.16,17.4,0.54,el_nino,0.39,0.216,1.62
1988,3,2.99,52.9,0.14,neutral,0.39,0.028,1.12
1988,4,11.99,51.5,-0.31,neutral,0.39,-0.062,-2.48
1988,5,15.71,51.0,-0.88,la_nina,0.39,-0.176,-7.04
1988,6,19.06,140.3,-1.3,la_nina,0.39,0.13,15.6
1988,7,21.3,45.7,-1.3,la_nina,0.39,0.13,15.6
1988,8,22.76,54.7,-1.11,la_nina,0.39,0.111,13.32
1988,9,14.75,65.2,-1.19,la_nina,0.39,-0.119,0.0
1988,10,9.0,68.2,-1.48,la_nina,0.39,-0.148,0.0
1988,11,5.44,61.9,-1.8,la_nina,0.39,-0.18,0.0
1988,12,4.74,44.3,-1.85,la_nina,0.39,-0.74,-5.55
1989,1,0.98,28.2,-1.69,la_nina,0.42,-0.676,-5.07
1989,2,4.23,28.6,-1.43,la_nina,0.42,-0.572,-4.29
1989,3,3.33,0.0,-1.08,la_nina,0.42,-0.216,-8.64
1989,4,11.29,38.1,-0.83,la_nina,0.42,-0.166,-6.64
1989,5,18.94,39.0,-0.58,la_nina,0.42,-0.116,-4.64
1989,6,20.22,47.5,-0.4,neutral,0.42,0.04,4.8
1989,7,24.84,47.7,-0.31,neutral,0.42,0.031,3.72
1989,8,21.07,21.7,-0.27,neutral,0.42,0.027,3.24
1989,9,19.13,18.1,-0.24,neutral,0.42,-0.024,0.0
1989,10,10.92,54.8,-0.22,neutral,0.42,-0.022,0.0
1989,11,4.13,52.3,-0.16,neutral,0.42,-0.016,0.0
1989,12,3.57,73.6,-0.05,neutral,0.42,-0.02,-0.15
1990,1,2.1,46.2,0.14,neutral,0.45,0.056,0.42
1990,2,5.31,32.1,0.21,neutral,0.45,0.084,0.63
1990,3,5.27,61.0,0.28,neutral,0.45,0.056,2.24
1990,4,9.38,11.1,0.29,neutral,0.45,0.058,2.32
1990,5,17.67,109.8,0.29,neutral,0.45,0.058,2.32
1990,6,18.66,61.9,0.31,neutral,0.45,-0.031,-3.72
1990,7,19.73,51.1,0.33,neutral,0.45,-0.033,-3.96
1990,8,19.82,77.0,0.38,neutral,0.45,-0.038,-4.56
1990,9,16.13,32.7,0.39,neutral,0.45,0.039,0.0
1990,10,15.09,36.1,0.35,neutral,0.45,0.035,0.0
1990,11,2.13,44.5,0.4,neutral,0.45,0.04,0.0
1990,12,3.24,93.6,0.41,neutral,0.45,0.164,1.23
1991,1,-0.05,12.1,0.41,neutral,0.48,0.164,1.23
1991,2,-0.19,26.2,0.26,neutral,0.48,0.104,0.78
1991,3,10.98,48.1,0.22,neutral,0.48,0.044,1.76
1991,4,12.71,18.2,0.26,neutral,0.48,0.052,2.08
1991,5,19.17,52.8,0.45,neutral,0.48,0.09,3.6
1991,6,21.1,64.3,0.64,el_nino,0.48,-0.064,-7.68
1991,7,20.26,16.3,0.73,el_nino,0.48,-0.073,-8.76
1991,8,21.09,68.1,0.64,el_nino,0.48,-0.064,-7.68
1991,9,19.35,50.9,0.62,el_nino,0.48,0.062,0.0
1991,10,10.15,31.8,0.79,el_nino,0.48,0.079,0.0
1991,11,5.41,49.9,1.21,el_nino,0.48,0.121,0.0
1991,12,1.5,60.6,1.53,el_nino,0.48,0.612,4.59
1992,1,2.16,47.2,1.71,el_nino,0.51,0.684,5.13
1992,2,5.03,54.9,1.63,el_nino,0.51,0.652,4.89
1992,3,4.49,36.6,1.48,el_nino,0.51,0.296,11.84
1992,4,11.1,35.6,1.29,el_nino,0.51,0.258,10.32
1992,5,17.83,87.2,1.06,el_nino,0.51,0.212,8.48
1992,6,19.16,75.2,0.73,el_nino,0.51,-0.073,-8.76
1992,7,23.81,27.6,0.37,neutral,0.51,-0.037,-4.44
1992,8,20.17,45.5,0.09,neutral,0.51,-0.009,-1.08
1992,9,15.7,30.1,-0.13,neutral,0.51,-0.013,0.0
1992,10,9.69,91.7,-0.25,neutral,0.51,-0.025,0.0
1992,11,5.97,77.5,-0.28,neutral,0.51,-0.028,0.0
1992,12,2.31,24.6,-0.13,neutral,0.51,-0.052,-0.39
1993,1,-5.09,3.9,0.09,neutral,0.54,0.036,0.27
1993,2,-5.21,4.1,0.3,neutral,0.54,0.12,0.9
1993,3,7.11,43.3,0.5,el_nino,0.54,0.1,4.0
1993,4,11.59,47.6,0.67,el_nino,0.54,0.134,5.36
1993,5,16.31,32.2,0.7,el_nino,0.54,0.14,5.6
1993,6,21.52,58.0,0.57,el_nino,0.54,-0.057,-6.84
1993,7,22.1,9.3,0.32,neutral,0.54,-0.032,-3.84
1993,8,19.22,81.6,0.25,neutral,0.54,-0.025,-3.0
1993,9,17.91,71.6,0.15,neutral,0.54,0.015,0.0
1993,10,10.72,10.7,0.1,neutral,0.54,0.01,0.0
1993,11,4.7,80.1,0.04,neutral,0.54,0.004,0.0
1993,12,2.14,43.6,0.06,neutral,0.54,0.024,0.18
1994,1,-7.04,38.0,0.06,neutral,0.57,0.024,0.18
1994,2,2.74,22.9,0.07,neutral,0.57,0.028,0.21
1994,3,5.81,19.1,0.17,neutral,0.57,0.034,1.36
1994,4,11.17,39.0,0.31,neutral,0.57,0.062,2.48
1994,5,15.84,42.3,0.42,neutral,0.57,0.084,3.36
1994,6,17.82,66.0,0.41,neutral,0.57,-0.041,-4.92
1994,7,20.43,104.9,0.44,neutral,0.57,-0.044,-5.28
1994,8,19.2,21.4,0.43,neutral,0.57,-0.043,-5.16
1994,9,16.85,37.1,0.55,el_nino,0.57,0.055,0.0
1994,10,10.89,0.0,0.74,el_nino,0.57,0.074,0.0
1994,11,0.32,65.9,1.01,el_nino,0.57,0.101,0.0
1994,12,0.82,32.6,1.09,el_nino,0.57,0.436,3.27
1995,1,-1.41,43.5,0.96,el_nino,0.6,0.384,2.88
1995,2,2.3,31.4,0.72,el_nino,0.6,0.288,2.16
1995,3,3.95,83.0,0.53,el_nino,0.6,0.106,4.24
1995,4,9.18,25.6,0.3,neutral,0.6,0.06,2.4
1995,5,13.51,40.6,0.14,neutral,0.6,0.028,1.12
1995,6,16.72,32.6,-0.03,neutral,0.6,0.003,0.36
1995,7,22.35,47.1,-0.24,neutral,0.6,0.024,2.88
1995,8,20.66,32.9,-0.54,la_nina,0.6,0.054,6.48
1995,9,17.44,44.6,-0.81,la_nina,0.6,-0.081,0.0
1995,10,10.4,34.5,-0.97,la_nina,0.6,-0.097,0.0
1995,11,6.07,8.6,-1.0,la_nina,0.6,-0.1,0.0
1995,12,3.34,31.8,-0.98,la_nina,0.6,-0.392,-2.94
1996,1,-5.64,50.4,-0.9,la_nina,0.63,-0.36,-2.7
1996,2,1.23,28.9,-0.75,la_nina,0.63,-0.3,-2.25
1996,3,6.1,7.6,-0.59,la_nina,0.63,-0.118,-4.72
1996,4,13.27,23.0,-0.39,neutral,0.63,-0.078,-3.12
1996,5,12.29,29.0,-0.31,neutral,0.63,-0.062,-2.48
1996,6,18.87,94.0,-0.3,neutral,0.63,0.03,3.6
1996,7,20.42,24.7,-0.27,neutral,0.63,0.027,3.24
1996,8,22.18,112.1,-0.32,neutral,0.63,0.032,3.84
1996,9,17.81,54.6,-0.35,neutral,0.63,-0.035,0.0
1996,10,11.24,33.4,-0.4,neutral,0.63,-0.04,0.0
1996,11,4.27,93.3,-0.45,neutral,0.63,-0.045,0.0
1996,12,2.28,41.5,-0.49,neutral,0.63,-0.196,-1.47
1997,1,-5.02,26.1,-0.5,la_nina,0.66,-0.2,-1.5
1997,2,1.1,43.1,-0.36,neutral,0.66,-0.144,-1.08
1997,3,7.48,32.6,-0.1,neutral,0.66,-0.02,-0.8
1997,4,12.04,64.6,0.28,neutral,0.66,0.056,2.24
1997,5,16.69,37.8,0.75,el_nino,0.66,0.15,6.0
1997,6,16.2,67.9,1.22,el_nino,0.66,-0.122,-14.64
1997,7,22.17,40.6,1.6,el_nino,0.66,-0.16,-19.2
1997,8,19.85,64.0,1.9,el_nino,0.66,-0.19,-22.8
1997,9,13.96,48.5,2.14,el_nino,0.66,0.214,0.0
1997,10,10.79,56.9,2.33,el_nino,0.66,0.233,0.0
1997,11,4.25,50.6,2.4,el_nino,0.66,0.24,0.0
1997,12,-0.76,46.6,2.39,el_nino,0.66,0.956,7.17
1998,1,-3.99,33.9,2.24,el_nino,0.69,0.896,6.72
1998,2,-0.02,42.5,1.93,el_nino,0.69,0.772,5.79
1998,3,9.0,11.3,1.44,el_nino,0.69,0.288,11.52
1998,4,10.26,10.5,0.99,el_nino,0.69,0.198,7.92
1998,5,14.89,32.9,0.45,neutral,0.69,0.09,3.6
1998,6,22.57,60.0,-0.13,neutral,0.69,0.013,1.56
1998,7,20.53,12.9,-0.78,la_nina,0.69,0.078,9.36
1998,8,24.13,79.7,-1.12,la_nina,0.69,0.112,13.44
1998,9,16.22,42.6,-1.31,la_nina,0.69,-0.131,0.0
1998,10,11.73,65.7,-1.35,la_nina,0.69,-0.135,0.0
1998,11,9.19,17.0,-1.48,la_nina,0.69,-0.148,0.0
1998,12,2.76,55.5,-1.57,la_nina,0.69,-0.628,-4.71
1999,1,-8.95,15.4,-1.55,la_nina,0.72,-0.62,-4.65
1999,2,3.32,31.5,-1.3,la_nina,0.72,-0.52,-3.9
1999,3,4.46,56.2,-1.07,la_nina,0.72,-0.214,-8.56
1999,4,13.3,13.6,-0.98,la_nina,0.72,-0.196,-7.84
1999,5,14.22,71.4,-1.02,la_nina,0.72,-0.204,-8.16
1999,6,19.98,81.1,-1.04,la_nina,0.72,0.104,12.48
1999,7,22.73,95.1,-1.1,la_nina,0.72,0.11,13.2
1999,8,22.89,126.9,-1.11,la_nina,0.72,0.111,13.32
1999,9,14.72,56.8,-1.16,la_nina,0.72,-0.116,0.0
1999,10,11.1,55.1,-1.26,la_nina,0.72,-0.126,0.0
1999,11,5.26,58.6,-1.46,la_nina,0.72,-0.146,0.0
1999,12,2.89,40.0,-1.65,la_nina,0.72,-0.66,-4.95
2000,1,-7.82,6.7,-1.66,la_nina,0.75,-0.664,-4.98
2000,2,0.06,50.1,-1.41,la_nina,0.75,-0.564,-4.23
2000,3,2.16,52.7,-1.07,la_nina,0.75,-0.214,-8.56
2000,4,11.6,40.1,-0.81,la_nina,0.75,-0.162,-6.48
2000,5,15.09,102.0,-0.71,la_nina,0.75,-0.142,-5.68
2000,6,22.86,113.1,-0.64,la_nina,0.75,0.064,7.68
2000,7,22.35,0.0,-0.55,la_nina,0.75,0.055,6.6
2000,8,21.98,101.8,-0.51,la_nina,0.75,0.051,6.12
2000,9,18.01,70.6,-0.55,la_nina,0.75,-0.055,0.0
2000,10,12.5,28.5,-0.63,la_nina,0.75,-0.063,0.0
2000,11,5.36,58.7,-0.75,la_nina,0.75,-0.075,0.0
2000,12,-1.94,35.7,-0.74,la_nina,0.75,-0.296,-2.22
2001,1,0.56,35.3,-0.68,la_nina,0.78,-0.272,-2.04
2001,2,-2.11,31.0,-0.52,la_nina,0.78,-0.208,-1.56
2001,3,10.27,11.6,-0.44,neutral,0.78,-0.088,-3.52
2001,4,11.49,70.8,-0.34,neutral,0.78,-0.068,-2.72
2001,5,16.91,64.7,-0.25,neutral,0.78,-0.05,-2.0
2001,6,21.84,103.4,-0.12,neutral,0.78,0.012,1.44
2001,7,22.69,62.8,-0.08,neutral,0.78,0.008,0.96
2001,8,23.18,113.1,-0.13,neutral,0.78,0.013,1.56
2001,9,17.22,18.0,-0.19,neutral,0.78,-0.019,0.0
2001,10,11.61,58.0,-0.29,neutral,0.78,-0.029,0.0
2001,11,6.75,2.9,-0.35,neutral,0.78,-0.035,0.0
2001,12,-1.0,19.8,-0.31,neutral,0.78,-0.124,-0.93
2002,1,-7.73,23.7,-0.15,neutral,0.81,-0.06,-0.45
2002,2,2.68,21.9,0.03,neutral,0.81,0.012,0.09
2002,3,9.36,14.8,0.09,neutral,0.81,0.018,0.72
2002,4,16.16,55.1,0.2,neutral,0.81,0.04,1.6
2002,5,16.94,35.8,0.43,neutral,0.81,0.086,3.44
2002,6,19.77,77.6,0.65,el_nino,0.81,-0.065,-7.8
2002,7,21.34,95.6,0.79,el_nino,0.81,-0.079,-9.48
2002,8,21.5,44.1,0.86,el_nino,0.81,-0.086,-10.32
2002,9,20.68,0.2,1.01,el_nino,0.81,0.101,0.0
2002,10,11.13,43.8,1.21,el_nino,0.81,0.121,0.0
2002,11,4.75,95.0,1.31,el_nino,0.81,0.131,0.0
2002,12,3.1,36.2,1.14,el_nino,0.81,0.456,3.42
2003,1,-1.05,48.4,0.92,el_nino,0.84,0.368,2.76
2003,2,5.19,10.6,0.63,el_nino,0.84,0.252,1.89
2003,3,8.17,17.9,0.38,neutral,0.84,0.076,3.04
2003,4,9.6,32.6,-0.04,neutral,0.84,-0.008,-0.32
2003,5,17.38,84.8,-0.26,neutral,0.84,-0.052,-2.08
2003,6,22.43,73.4,-0.16,neutral,0.84,0.016,1.92
2003,7,22.33,184.7,0.08,neutral,0.84,-0.008,-0.96
2003,8,21.09,63.1,0.21,neutral,0.84,-0.021,-2.52
2003,9,16.92,45.3,0.26,neutral,0.84,0.026,0.0
2003,10,7.62,45.1,0.29,neutral,0.84,0.029,0.0
2003,11,4.26,0.0,0.35,neutral,0.84,0.035,0.0
2003,12,-3.64,27.2,0.35,neutral,0.84,0.14,1.05
2004,1,-2.06,35.3,0.37,neutral,0.87,0.148,1.11
2004,2,1.91,16.7,0.31,neutral,0.87,0.124,0.93
2004,3,8.43,67.4,0.23,neutral,0.87,0.046,1.84
2004,4,13.94,73.0,0.17,neutral,0.87,0.034,1.36
2004,5,21.35,73.4,0.17,neutral,0.87,0.034,1.36
2004,6,20.62,75.9,0.28,neutral,0.87,-0.028,-3.36
2004,7,19.78,45.3,0.47,neutral,0.87,-0.047,-5.64
2004,8,19.23,68.2,0.64,el_nino,0.87,-0.064,-7.68
2004,9,18.04,117.4,0.7,el_nino,0.87,0.07,0.0
2004,10,14.45,38.6,0.67,el_nino,0.87,0.067,0.0
2004,11,6.19,77.2,0.66,el_nino,0.87,0.066,0.0
2004,12,1.47,63.5,0.69,el_nino,0.87,0.276,2.07
2005,1,1.94,35.6,0.64,el_nino,0.9,0.256,1.92
2005,2,-1.34,38.7,0.58,el_nino,0.9,0.232,1.74
2005,3,9.09,69.1,0.45,neutral,0.9,0.09,3.6
2005,4,11.64,25.6,0.43,neutral,0.9,0.086,3.44
2005,5,15.54,69.2,0.29,neutral,0.9,0.058,2.32
2005,6,22.54,104.0,0.11,neutral,0.9,-0.011,-1.32
2005,7,22.88,35.7,-0.06,neutral,0.9,0.006,0.72
2005,8,21.95,7.6,-0.14,neutral,0.9,0.014,1.68
2005,9,16.71,110.8,-0.11,neutral,0.9,-0.011,0.0
2005,10,8.46,42.4,-0.29,neutral,0.9,-0.029,0.0
2005,11,3.79,21.6,-0.57,la_nina,0.9,-0.057,0.0
2005,12,-2.45,15.3,-0.84,la_nina,0.9,-0.336,-2.52
2006,1,-2.52,36.7,-0.85,la_nina,0.93,-0.34,-2.55
2006,2,1.21,29.7,-0.77,la_nina,0.93,-0.308,-2.31
2006,3,4.43,35.5,-0.57,la_nina,0.93,-0.114,-4.56
2006,4,9.11,36.5,-0.37,neutral,0.93,-0.074,-2.96
2006,5,15.71,36.7,-0.14,neutral,0.93,-0.028,-1.12
2006,6,18.67,19.9,-0.03,neutral,0.93,0.003,0.36
2006,7,20.81,15.8,0.1,neutral,0.93,-0.01,-1.2
2006,8,22.79,44.8,0.3,neutral,0.93,-0.03,-3.6
2006,9,17.08,1.5,0.54,el_nino,0.93,0.054,0.0
2006,10,13.33,37.8,0.77,el_nino,0.93,0.077,0.0
2006,11,8.26,55.0,0.94,el_nino,0.93,0.094,0.0
2006,12,3.44,62.8,0.94,el_nino,0.93,0.376,2.82
2007,1,-1.51,30.7,0.66,el_nino,0.96,0.264,1.98
2007,2,6.35,32.3,0.22,neutral,0.96,0.088,0.66
2007,3,10.55,35.0,-0.12,neutral,0.96,-0.024,-0.96
2007,4,12.43,33.3,-0.32,neutral,0.96,-0.064,-2.56
2007,5,15.43,7.5,-0.38,neutral,0.96,-0.076,-3.04
2007,6,20.56,91.1,-0.47,neutral,0.96,0.047,5.64
2007,7,19.21,74.4,-0.56,la_nina,0.96,0.056,6.72
2007,8,22.38,80.9,-0.81,la_nina,0.96,0.081,9.72
2007,9,18.82,95.0,-1.07,la_nina,0.96,-0.107,0.0
2007,10,11.82,30.1,-1.34,la_nina,0.96,-0.134,0.0
2007,11,9.71,85.1,-1.5,la_nina,0.96,-0.15,0.0
2007,12,2.48,28.8,-1.6,la_nina,0.96,-0.64,-4.8
2008,1,-3.67,11.6,-1.64,la_nina,0.99,-0.656,-4.92
2008,2,5.07,30.9,-1.52,la_nina,0.99,-0.608,-4.56
2008,3,3.66,52.3,-1.29,la_nina,0.99,-0.258,-10.32
2008,4,9.73,16.3,-1.01,la_nina,0.99,-0.202,-8.08
2008,5,18.57,70.2,-0.84,la_nina,0.99,-0.168,-6.72
2008,6,21.63,82.7,-0.61,la_nina,0.99,0.061,7.32
2008,7,21.96,49.7,-0.37,neutral,0.99,0.037,4.44
2008,8,20.38,22.6,-0.23,neutral,0.99,0.023,2.76
2008,9,18.01,41.9,-0.24,neutral,0.99,-0.024,0.0
2008,10,6.38,49.9,-0.35,neutral,0.99,-0.035,0.0
2008,11,6.16,15.3,-0.55,la_nina,0.99,-0.055,0.0
2008,12,-2.0,33.0,-0.73,la_nina,0.99,-0.292,-2.19
2009,1,2.44,20.3,-0.85,la_nina,1.02,-0.34,-2.55
2009,2,0.96,28.0,-0.79,la_nina,1.02,-0.316,-2.37
2009,3,5.68,73.1,-0.61,la_nina,1.02,-0.122,-4.88
2009,4,12.85,10.1,-0.33,neutral,1.02,-0.066,-2.64
2009,5,19.75,37.5,0.01,neutral,1.02,0.002,0.08
2009,6,20.03,78.0,0.28,neutral,1.02,-0.028,-3.36
2009,7,22.27,84.5,0.45,neutral,1.02,-0.045,-5.4
2009,8,20.89,9.6,0.58,el_nino,1.02,-0.058,-6.96
2009,9,15.87,6.6,0.71,el_nino,1.02,0.071,0.0
2009,10,10.2,36.7,1.01,el_nino,1.02,0.101,0.0
2009,11,7.81,78.6,1.36,el_nino,1.02,0.136,0.0
2009,12,1.57,51.6,1.56,el_nino,1.02,0.624,4.68
2010,1,0.06,55.1,1.5,el_nino,1.05,0.6,4.5
2010,2,-1.48,14.7,1.22,el_nino,1.05,0.488,3.66
2010,3,7.9,18.1,0.84,el_nino,1.05,0.168,6.72
2010,4,9.8,23.3,0.35,neutral,1.05,0.07,2.8
2010,5,14.23,32.9,-0.17,neutral,1.05,-0.034,-1.36
2010,6,17.97,47.0,-0.66,la_nina,1.05,0.066,7.92
2010,7,25.23,62.7,-1.05,la_nina,1.05,0.105,12.6
2010,8,22.35,97.4,-1.35,la_nina,1.05,0.135,16.2
2010,9,16.1,52.6,-1.56,la_nina,1.05,-0.156,0.0
2010,10,14.07,90.5,-1.64,la_nina,1.05,-0.164,0.0
2010,11,3.58,57.1,-1.64,la_nina,1.05,-0.164,0.0
2010,12,-0.1,19.2,-1.54,la_nina,1.05,-0.616,-4.62
2011,1,-0.88,34.7,-1.31,la_nina,1.08,-0.524,-3.93
2011,2,6.97,17.2,-1.04,la_nina,1.08,-0.416,-3.12
2011,3,5.61,26.6,-0.8,la_nina,1.08,-0.16,-6.4
2011,4,13.37,16.9,-0.62,la_nina,1.08,-0.124,-4.96
2011,5,16.87,38.1,-0.46,neutral,1.08,-0.092,-3.68
2011,6,18.96,121.9,-0.37,neutral,1.08,0.037,4.44
2011,7,22.27,62.9,-0.43,neutral,1.08,0.043,5.16
2011,8,21.85,129.0,-0.58,la_nina,1.08,0.058,6.96
2011,9,17.43,11.4,-0.79,la_nina,1.08,-0.079,0.0
2011,10,12.36,90.6,-0.96,la_nina,1.08,-0.096,0.0
2011,11,5.1,68.1,-1.02,la_nina,1.08,-0.102,0.0
2011,12,3.48,5.1,-0.92,la_nina,1.08,-0.368,-2.76
2012,1,-0.21,29.9,-0.72,la_nina,1.11,-0.288,-2.16
2012,2,6.86,0.0,-0.57,la_nina,1.11,-0.228,-1.71
2012,3,12.44,35.6,-0.46,neutral,1.11,-0.092,-3.68
2012,4,12.31,0.0,-0.36,neutral,1.11,-0.072,-2.88
2012,5,13.34,20.6,-0.17,neutral,1.11,-0.034,-1.36
2012,6,18.76,108.2,0.06,neutral,1.11,-0.006,-0.72
2012,7,20.89,55.2,0.3,neutral,1.11,-0.03,-3.6
2012,8,21.68,3.5,0.41,neutral,1.11,-0.041,-4.92
2012,9,14.22,55.7,0.41,neutral,1.11,0.041,0.0
2012,10,11.74,19.3,0.31,neutral,1.11,0.031,0.0
2012,11,6.8,34.8,0.13,neutral,1.11,0.013,0.0
2012,12,2.82,33.9,-0.1,neutral,1.11,-0.04,-0.3
2013,1,0.29,16.4,-0.29,neutral,1.14,-0.116,-0.87
2013,2,4.26,21.3,-0.29,neutral,1.14,-0.116,-0.87
2013,3,7.54,27.9,-0.21,neutral,1.14,-0.042,-1.68
2013,4,11.48,64.3,-0.19,neutral,1.14,-0.038,-1.52
2013,5,15.64,59.1,-0.27,neutral,1.14,-0.054,-2.16
2013,6,19.51,89.9,-0.34,neutral,1.14,0.034,4.08
2013,7,24.47,41.5,-0.35,neutral,1.14,0.035,4.2
2013,8,23.94,20.4,-0.28,neutral,1.14,0.028,3.36
2013,9,15.4,45.8,-0.21,neutral,1.14,-0.021,0.0
2013,10,12.11,60.8,-0.13,neutral,1.14,-0.013,0.0
2013,11,3.7,33.4,-0.1,neutral,1.14,-0.01,0.0
2013,12,5.65,47.2,-0.15,neutral,1.14,-0.06,-0.45
2014,1,-0.33,8.4,-0.28,neutral,1.17,-0.112,-0.84
2014,2,-4.13,0.0,-0.32,neutral,1.17,-0.128,-0.96
2014,3,4.19,22.7,-0.14,neutral,1.17,-0.028,-1.12
2014,4,11.62,35.1,0.15,neutral,1.17,0.03,1.2
2014,5,17.63,105.9,0.31,neutral,1.17,0.062,2.48
2014,6,20.62,5.4,0.23,neutral,1.17,-0.023,-2.76
2014,7,24.9,43.6,0.1,neutral,1.17,-0.01,-1.2
2014,8,25.89,70.0,0.11,neutral,1.17,-0.011,-1.32
2014,9,16.79,25.4,0.28,neutral,1.17,0.028,0.0
2014,10,11.32,103.5,0.54,el_nino,1.17,0.054,0.0
2014,11,3.45,52.7,0.71,el_nino,1.17,0.071,0.0
2014,12,1.66,62.8,0.77,el_nino,1.17,0.308,2.31
2015,1,6.49,36.1,0.69,el_nino,1.2,0.276,2.07
2015,2,-1.75,12.7,0.61,el_nino,1.2,0.244,1.83
2015,3,5.35,62.0,0.65,el_nino,1.2,0.13,5.2
2015,4,8.51,50.0,0.81,el_nino,1.2,0.162,6.48
2015,5,14.78,41.0,1.02,el_nino,1.2,0.204,8.16
2015,6,21.35,92.3,1.25,el_nino,1.2,-0.125,-15.0
